order_id,customer_id,order_date,status,channel,order_total
663960,17736,2025-12-19,processing,web,25.94
909808,76188,2025-02-06,delivered,mobile_app,71.97
885305,29794,2025-11-13,delivered,web,69.99
655032,33147,2025-08-02,returned,web,94.97
538410,69582,2025-04-13,delivered,mobile_app,217.94
856738,61189,2025-03-22,delivered,web,360.74
503715,15300,2025-08-01,delivered,web,714.97
868230,11433,2025-03-21,delivered,web,30.99
977837,64009,2025-02-18,cancelled,web,370.99
898836,46567,2025-11-04,delivered,web,62.95
751265,61786,2025-11-21,delivered,web,43.98
584421,32770,2025-03-17,delivered,web,213.93
908530,89442,2025-09-17,delivered,mobile_app,79.96
883325,61783,2025-02-08,delivered,web,241.97
555523,54907,2025-05-20,delivered,web,42.0
574496,10857,2025-06-06,returned,web,24.97
682019,95486,2025-04-15,delivered,mobile_app,94.97
721167,61954,2025-02-05,delivered,marketplace,52.99
504547,63923,2025-06-23,delivered,web,736.34
747669,42992,2025-06-27,shipped,mobile_app,401.9
615515,38869,2025-09-05,delivered,web,71.46
824063,68865,2025-06-17,delivered,web,439.41
601554,11378,2025-09-15,processing,web,428.79
781614,58874,2025-10-15,delivered,marketplace,201.99
915821,63358,2025-11-13,returned,mobile_app,239.4
592208,44577,2025-11-23,delivered,mobile_app,285.96
806986,61851,2025-10-22,delivered,mobile_app,155.96
997812,33880,2025-10-28,cancelled,marketplace,265.97
553005,63882,2025-11-28,delivered,web,1120.95
892439,68024,2025-01-11,delivered,marketplace,194.96
919300,15074,2025-11-09,delivered,mobile_app,359.95
901608,11555,2025-05-06,returned,web,262.39
874781,49929,2025-11-06,delivered,mobile_app,832.44
706821,73119,2025-09-14,returned,web,827.41
745929,40448,2025-10-09,delivered,marketplace,624.86
578934,18734,2025-12-23,delivered,web,246.38
976614,41609,2025-11-23,delivered,web,60.94
635745,60621,2025-11-17,delivered,web,58.94
594988,29840,2025-07-15,returned,mobile_app,629.99
905433,73777,2025-05-03,delivered,web,197.33
628936,64886,2025-09-24,shipped,mobile_app,398.4
552800,75914,2025-06-28,shipped,web,1131.79
662068,24600,2025-09-23,delivered,mobile_app,397.91
937971,69590,2025-07-22,delivered,web,260.97
883869,49896,2025-05-12,delivered,web,93.93
619511,25279,2025-12-07,processing,web,22.98
620119,86873,2025-11-18,processing,web,259.49
575524,52697,2025-02-23,cancelled,web,64.79
659411,38443,2025-12-18,returned,marketplace,796.39
796794,46567,2025-11-27,delivered,web,157.81
943667,56667,2025-09-28,returned,mobile_app,27.99
756438,85068,2025-04-20,delivered,marketplace,92.45
833117,28898,2025-12-24,delivered,mobile_app,110.48
902546,83769,2025-11-17,delivered,mobile_app,508.89
604423,26142,2025-12-19,delivered,web,12.95
805353,48476,2025-07-05,processing,web,105.46
736112,15952,2025-06-12,delivered,web,185.83
679504,65661,2025-10-23,shipped,web,510.69
550901,75960,2025-08-21,delivered,web,294.36
831816,77119,2025-08-27,delivered,mobile_app,810.39
902376,92000,2025-09-02,delivered,mobile_app,965.7
693276,76299,2025-05-25,delivered,web,193.98
908522,48511,2025-12-24,delivered,web,397.49
590679,64494,2025-04-27,delivered,web,500.21
546211,45309,2025-09-28,shipped,web,206.35
689824,82872,2025-12-17,delivered,mobile_app,454.44
729640,74304,2025-03-25,cancelled,mobile_app,78.93
856966,17819,2025-12-04,delivered,web,88.94
680615,70999,2025-02-21,delivered,web,567.83
646666,75545,2025-10-26,delivered,mobile_app,57.4
949780,45735,2025-06-20,returned,mobile_app,1163.86
798814,17033,2025-12-24,shipped,mobile_app,945.36
593815,86396,2025-05-10,processing,web,107.48
971171,67056,2025-09-19,cancelled,web,108.49
949313,29894,2025-03-15,delivered,web,368.84
679076,88028,2025-11-26,delivered,web,691.97
648131,13566,2025-11-26,delivered,web,154.85
851826,75455,2025-06-02,delivered,web,39.96
764083,62557,2025-11-28,returned,web,96.81
520476,10162,2025-08-15,delivered,marketplace,815.56
730067,13785,2025-12-16,shipped,web,269.44
669630,16299,2025-03-07,shipped,mobile_app,447.95
948883,31559,2025-09-18,delivered,marketplace,28.49
586159,72562,2025-04-05,delivered,web,27.99
753500,80903,2025-05-17,delivered,marketplace,21.95
688127,24965,2025-08-27,delivered,marketplace,154.41
889166,61243,2025-12-25,delivered,mobile_app,97.93
701729,15056,2025-12-01,delivered,mobile_app,430.42
919358,88455,2025-11-24,shipped,mobile_app,500.43
998062,58887,2025-04-24,processing,web,181.97
713697,25286,2025-10-24,delivered,mobile_app,155.92
990168,73995,2025-07-21,returned,mobile_app,178.99
795518,67056,2025-06-20,delivered,mobile_app,177.99
866042,56395,2025-07-03,delivered,marketplace,49.99
786300,80819,2025-11-28,returned,marketplace,361.33
653838,81688,2025-05-21,shipped,web,580.93
933005,29404,2025-11-24,delivered,mobile_app,311.85
672687,17097,2025-01-05,delivered,web,271.93
767251,69963,2025-11-09,delivered,mobile_app,136.99
554076,43363,2025-10-28,shipped,web,24.0
981219,10183,2025-10-13,delivered,web,19.95
934918,93989,2025-10-23,delivered,web,349.45
539351,35753,2025-11-18,delivered,mobile_app,173.46
838789,43151,2025-07-07,delivered,mobile_app,91.98
988455,45903,2025-12-23,delivered,web,71.98
991188,52420,2025-05-22,delivered,web,154.89
521802,44845,2025-01-19,delivered,marketplace,269.82
536587,53407,2025-11-25,delivered,web,60.98
779409,80252,2025-02-19,delivered,web,36.49
911647,15734,2025-05-11,cancelled,marketplace,119.99
925911,76828,2025-05-19,delivered,web,8.95
881257,99358,2025-10-05,delivered,mobile_app,195.88
648908,90734,2025-04-19,returned,web,492.84
711455,46795,2025-05-03,delivered,web,432.89
752254,63737,2025-09-26,delivered,web,50.98
595568,41172,2025-08-01,processing,marketplace,159.79
918229,47838,2025-12-26,delivered,web,378.86
894459,68629,2025-04-07,returned,web,129.99
827670,65622,2025-04-03,delivered,web,373.94
686106,72979,2025-08-15,delivered,web,100.99
996766,53407,2025-02-23,cancelled,marketplace,25.48
548530,67945,2025-07-16,delivered,marketplace,135.84
883147,60670,2025-12-18,delivered,mobile_app,88.93
794490,74363,2025-01-02,delivered,mobile_app,1271.39
572882,91232,2025-01-11,delivered,web,438.93
711183,31607,2025-12-18,delivered,mobile_app,648.89
722172,15774,2025-07-11,delivered,mobile_app,424.9
984910,63358,2025-12-27,shipped,web,355.88
858789,61822,2025-07-21,delivered,web,466.54
657367,84217,2025-12-26,delivered,mobile_app,667.8
918119,32615,2025-11-06,returned,mobile_app,189.89
789873,74291,2025-04-22,processing,web,1043.34
964769,84317,2025-04-09,delivered,marketplace,439.32
879415,86668,2025-03-19,delivered,mobile_app,344.44
543822,76708,2025-12-03,delivered,web,281.94
943343,98822,2025-04-03,delivered,mobile_app,10.99
688614,21547,2025-11-26,shipped,mobile_app,221.5
743590,96118,2025-11-07,shipped,mobile_app,206.93
703158,52697,2025-08-06,delivered,web,191.98
944516,15674,2025-11-24,delivered,mobile_app,81.97
723862,15774,2025-04-21,returned,mobile_app,316.74
810933,97953,2025-10-07,delivered,web,525.39
545563,51241,2025-10-05,returned,mobile_app,280.86
648838,37079,2025-03-06,delivered,mobile_app,301.86
683522,98892,2025-05-06,cancelled,mobile_app,53.48
711449,41130,2025-11-02,cancelled,mobile_app,52.95
514870,85558,2025-10-23,delivered,web,34.47
727013,96664,2025-05-17,delivered,mobile_app,529.69
658824,68260,2025-12-28,delivered,mobile_app,435.64
670840,27609,2025-11-22,shipped,mobile_app,79.98
971413,40401,2025-07-24,delivered,marketplace,360.36
678501,55437,2025-12-22,delivered,mobile_app,21.99
832355,45903,2025-11-06,delivered,mobile_app,166.97
952804,53287,2025-10-02,delivered,web,688.68
517611,40198,2025-06-13,delivered,mobile_app,1003.44
872249,77071,2025-09-04,delivered,web,1103.9
696775,78237,2025-10-15,delivered,web,104.75
642497,81886,2025-12-25,delivered,web,340.92
765481,97687,2025-11-26,delivered,mobile_app,108.96
972560,61189,2025-03-20,delivered,web,15.99
849214,36205,2025-10-26,cancelled,mobile_app,162.96
928836,36535,2025-07-11,delivered,marketplace,291.95
842551,21103,2025-11-14,returned,web,143.48
666744,15300,2025-11-21,delivered,marketplace,83.94
725228,63053,2025-11-27,delivered,mobile_app,79.99
847971,97994,2025-06-11,delivered,mobile_app,701.36
597129,25539,2025-12-26,delivered,mobile_app,276.87
559451,21508,2025-09-16,delivered,web,351.98
716170,81419,2025-07-03,cancelled,web,540.73
740083,23747,2025-03-09,cancelled,web,651.96
940140,11960,2025-08-04,delivered,web,533.85
900440,95801,2025-05-08,delivered,mobile_app,234.93
612493,95287,2025-08-06,cancelled,web,82.94
818007,60518,2025-05-05,delivered,web,295.9
776172,53951,2025-11-05,returned,mobile_app,341.97
932400,14873,2025-07-07,processing,web,119.9
977436,81886,2025-04-17,delivered,web,46.95
502088,50736,2025-05-18,delivered,mobile_app,177.99
962492,79526,2025-11-23,delivered,web,187.87
599764,63427,2025-03-23,delivered,mobile_app,505.25
591829,69582,2025-05-06,delivered,web,366.44
962067,22878,2025-12-01,delivered,web,449.87
928546,82230,2025-07-05,delivered,web,218.92
989069,52420,2025-10-26,delivered,mobile_app,20.99
795814,59183,2025-10-13,delivered,mobile_app,127.93
655706,65661,2025-11-07,delivered,mobile_app,118.47
795389,91378,2025-05-02,delivered,marketplace,216.97
887594,16099,2025-04-23,delivered,web,117.98
552375,20307,2025-12-18,delivered,mobile_app,111.89
778948,32658,2025-05-21,delivered,web,24.99
635311,63456,2025-07-27,delivered,web,861.85
510260,92326,2025-02-24,delivered,mobile_app,158.77
868566,17439,2025-05-02,delivered,web,28.99
943666,61889,2025-03-23,delivered,web,242.97
894174,15473,2025-09-20,delivered,web,961.98
763906,14370,2025-09-11,delivered,web,17.95
648907,58045,2025-05-10,delivered,mobile_app,18.95
706226,61243,2025-12-20,shipped,web,201.99
556759,21751,2025-11-11,processing,marketplace,199.94
768088,58874,2025-12-20,delivered,mobile_app,736.71
823587,39708,2025-11-14,delivered,mobile_app,62.92
771324,61129,2025-07-02,returned,marketplace,469.4
643937,13875,2025-12-01,shipped,web,126.39
568018,50513,2025-04-14,delivered,mobile_app,248.92
878923,61349,2025-10-20,delivered,web,194.91
527051,12567,2025-09-02,delivered,web,644.81
902528,65521,2025-12-13,delivered,mobile_app,26.99
885692,81234,2025-08-27,delivered,marketplace,713.43
879265,66125,2025-12-26,delivered,marketplace,392.93
841234,69653,2025-12-16,cancelled,marketplace,194.43
845930,64009,2025-11-12,delivered,web,130.49
589805,72974,2025-11-09,delivered,mobile_app,48.95
678351,39786,2025-02-10,delivered,mobile_app,15.44
816794,71838,2025-10-12,cancelled,web,7.95
945703,95200,2025-11-22,processing,mobile_app,155.86
589662,32770,2025-12-27,delivered,web,428.39
519022,74533,2025-05-25,delivered,web,1545.32
504435,77902,2025-11-16,processing,mobile_app,229.96
614135,27171,2025-12-01,delivered,mobile_app,292.92
601427,51931,2025-12-09,delivered,mobile_app,802.77
542557,34294,2025-03-16,delivered,web,138.47
912028,77019,2025-02-17,returned,web,102.98
839660,20453,2025-10-21,delivered,web,49.99
548238,93038,2025-04-15,delivered,mobile_app,233.96
529789,50244,2025-07-11,shipped,web,316.67
637388,62202,2025-09-23,delivered,marketplace,1198.7
972334,42995,2025-02-15,processing,mobile_app,61.0
713687,36503,2025-02-03,delivered,web,434.96
677545,73839,2025-02-14,delivered,web,39.95
924432,36875,2025-02-28,delivered,marketplace,193.97
615919,82341,2025-01-20,shipped,web,149.92
895148,32305,2025-11-01,delivered,web,83.89
599333,46567,2025-01-20,delivered,mobile_app,779.91
680427,75477,2025-10-25,shipped,mobile_app,299.95
944708,28525,2025-10-24,delivered,web,213.48
590649,75477,2025-02-19,delivered,web,336.89
972568,24141,2025-04-22,delivered,mobile_app,115.98
654293,70347,2025-03-20,delivered,mobile_app,500.92
816755,58752,2025-08-08,delivered,mobile_app,323.98
522308,72974,2025-08-27,delivered,web,1262.89
577995,43363,2025-10-18,returned,mobile_app,181.41
886455,49848,2025-09-04,returned,web,131.46
764230,81917,2025-07-12,delivered,web,320.92
887592,28898,2025-12-09,delivered,mobile_app,585.27
592782,48079,2025-04-07,delivered,marketplace,114.92
918243,54011,2025-09-19,delivered,mobile_app,249.89
732891,53966,2025-11-06,returned,web,288.99
725737,95031,2025-12-17,delivered,marketplace,348.94
736867,98359,2025-11-08,delivered,mobile_app,133.84
932057,27021,2025-04-19,shipped,web,90.0
828890,97643,2025-10-14,shipped,marketplace,127.92
776044,39114,2025-10-13,delivered,mobile_app,175.99
828259,15473,2025-12-22,delivered,mobile_app,31.98
859879,65493,2025-02-06,delivered,mobile_app,446.72
659260,60181,2025-02-04,delivered,web,336.89
618787,21470,2025-02-18,delivered,web,621.89
837575,47711,2025-11-04,delivered,web,409.97
983584,25840,2025-01-01,processing,mobile_app,195.83
818708,96543,2025-04-13,delivered,mobile_app,260.93
924325,87197,2025-07-27,delivered,web,126.89
688129,21113,2025-10-22,shipped,web,345.98
917934,90168,2025-09-19,shipped,marketplace,253.46
965500,44021,2025-08-27,delivered,mobile_app,327.94
789398,25934,2025-12-27,delivered,mobile_app,151.96
515077,67895,2025-11-20,delivered,mobile_app,270.96
548172,83517,2025-11-25,cancelled,mobile_app,89.9
525643,70448,2025-05-08,cancelled,web,398.39
676517,70999,2025-10-15,delivered,marketplace,361.98
597511,27560,2025-04-12,delivered,web,284.9
641809,88985,2025-04-11,delivered,web,128.97
684600,39072,2025-11-09,delivered,mobile_app,189.79
992128,74501,2025-07-16,delivered,web,311.93
623179,34044,2025-12-10,delivered,mobile_app,260.94
937144,88432,2025-08-22,delivered,mobile_app,38.99
741666,52016,2025-11-15,shipped,marketplace,73.89
676165,18296,2025-11-17,shipped,marketplace,316.42
841004,85088,2025-02-09,delivered,marketplace,92.97
788007,42992,2025-03-07,delivered,marketplace,106.85
657417,13262,2025-12-02,delivered,mobile_app,233.45
789628,33372,2025-11-04,delivered,mobile_app,126.85
522676,52038,2025-04-16,shipped,mobile_app,43.95
568313,83394,2025-09-06,cancelled,web,291.97
902396,59400,2025-11-18,delivered,web,132.96
861189,76299,2025-06-15,delivered,mobile_app,306.96
929105,33977,2025-03-10,delivered,marketplace,59.99
767909,81395,2025-09-25,delivered,mobile_app,97.94
970334,27120,2025-04-03,cancelled,marketplace,165.4
502196,74363,2025-12-06,shipped,mobile_app,72.98
764456,34890,2025-07-28,delivered,web,337.6
846201,82496,2025-05-22,shipped,mobile_app,15.99
716676,61179,2025-12-16,shipped,mobile_app,49.47
872160,85390,2025-03-23,delivered,mobile_app,49.94
569158,29307,2025-08-27,shipped,web,22.99
897513,71107,2025-03-16,delivered,mobile_app,108.96
977373,29307,2025-09-03,shipped,marketplace,216.98
893224,81395,2025-12-28,returned,marketplace,24.0
933428,54907,2025-10-17,delivered,web,999.84
537967,95122,2025-03-06,delivered,web,31.99
503241,91464,2025-01-12,processing,mobile_app,529.85
534127,23030,2025-02-11,delivered,mobile_app,549.88
863640,69366,2025-09-13,delivered,mobile_app,106.93
851032,98688,2025-02-27,delivered,mobile_app,25.99
781037,37743,2025-08-09,delivered,marketplace,411.46
931238,63358,2025-04-15,delivered,mobile_app,673.95
530795,17097,2025-04-13,delivered,mobile_app,279.39
862510,45735,2025-12-03,shipped,web,158.98
969153,72603,2025-04-01,delivered,mobile_app,991.89
711558,47341,2025-09-10,delivered,web,87.9
704359,10442,2025-06-26,delivered,mobile_app,43.97
934447,91982,2025-05-05,delivered,web,194.91
605775,54907,2025-07-28,delivered,web,32.99
559870,19591,2025-06-10,delivered,web,214.95
654283,46795,2025-04-07,delivered,mobile_app,739.48
708838,93999,2025-06-27,shipped,web,212.97
720246,82340,2025-04-11,returned,mobile_app,485.97
602661,97310,2025-10-15,shipped,mobile_app,147.47
500356,89554,2025-12-14,delivered,web,110.9
809425,44240,2025-05-19,delivered,mobile_app,40.49
966535,32305,2025-03-16,delivered,mobile_app,155.99
971083,57918,2025-01-18,delivered,web,70.93
858493,51835,2025-09-27,delivered,web,41.95
790084,85357,2025-02-22,delivered,mobile_app,164.96
982208,40804,2025-07-20,delivered,web,26.95
649517,66313,2025-08-19,shipped,web,61.98
740254,91499,2025-01-12,delivered,web,136.0
829334,55840,2025-10-05,delivered,marketplace,21.95
631435,88195,2025-12-14,delivered,web,460.96
537700,40804,2025-11-21,delivered,marketplace,311.98
786712,49409,2025-04-18,delivered,mobile_app,246.96
770345,24600,2025-03-19,delivered,mobile_app,296.99
870145,41231,2025-12-16,cancelled,web,284.95
901012,93023,2025-07-14,delivered,mobile_app,619.94
773425,34869,2025-11-13,delivered,mobile_app,418.85
541820,65371,2025-10-28,delivered,web,225.48
977944,47113,2025-08-17,delivered,web,474.96
572715,66835,2025-04-15,delivered,web,208.49
965940,34044,2025-03-11,delivered,web,6.95
866408,90168,2025-10-18,delivered,web,347.98
831627,73777,2025-07-13,delivered,web,87.92
683958,73810,2025-11-27,delivered,web,137.47
812320,29404,2025-06-27,shipped,web,108.46
692618,70962,2025-12-12,delivered,web,229.42
833955,33505,2025-12-15,delivered,mobile_app,10.99
948514,74442,2025-11-12,processing,web,218.91
605882,30786,2025-07-25,delivered,web,155.84
897110,91399,2025-02-13,delivered,web,124.43
624992,77095,2025-12-20,delivered,web,242.98
563318,27560,2025-11-03,delivered,mobile_app,246.37
533952,36181,2025-11-04,processing,web,663.73
880501,24363,2025-12-03,returned,marketplace,256.93
746065,89452,2025-07-15,delivered,mobile_app,9.49
804097,14349,2025-12-14,delivered,marketplace,170.83
664625,34401,2025-11-25,delivered,mobile_app,13.9
629709,36875,2025-07-17,shipped,mobile_app,10.99
958643,50046,2025-07-19,delivered,web,108.99
737131,27704,2025-04-16,delivered,mobile_app,178.47
995163,10764,2025-04-22,cancelled,web,618.88
681541,58944,2025-12-10,delivered,mobile_app,1148.83
852604,17615,2025-06-10,delivered,mobile_app,656.92
753323,77235,2025-03-28,cancelled,web,80.88
574855,73819,2025-08-07,delivered,web,208.49
796408,71669,2025-12-11,delivered,marketplace,84.99
575253,45953,2025-08-28,processing,web,196.95
690695,35722,2025-02-06,shipped,mobile_app,1113.9
507292,19568,2025-04-05,shipped,mobile_app,258.98
993993,75913,2025-03-17,delivered,web,625.95
687385,40800,2025-03-02,delivered,mobile_app,194.86
974739,78087,2025-05-11,shipped,mobile_app,1099.87
926636,75913,2025-06-27,delivered,web,481.32
755020,22748,2025-07-13,returned,web,304.89
515393,74478,2025-07-08,delivered,web,8.99
965451,36561,2025-02-26,delivered,web,15.99
775585,95486,2025-10-04,delivered,web,167.93
742533,39114,2025-11-20,delivered,mobile_app,289.97
759066,24500,2025-10-26,shipped,web,7.99
770480,48079,2025-11-09,delivered,marketplace,397.44
502328,79139,2025-05-04,delivered,web,15.99
886571,87041,2025-01-06,delivered,mobile_app,56.48
602320,83047,2025-03-19,cancelled,web,374.84
557553,37743,2025-04-06,delivered,mobile_app,379.8
774673,96064,2025-06-05,processing,web,92.85
964245,18195,2025-12-26,delivered,mobile_app,78.99
748285,40303,2025-02-04,delivered,web,190.96
978051,21751,2025-04-16,processing,web,492.86
657517,50202,2025-12-07,delivered,web,333.66
841548,17439,2025-01-02,delivered,web,45.97
976016,23818,2025-11-23,delivered,web,178.99
589101,58782,2025-09-10,delivered,mobile_app,32.0
581089,93999,2025-09-13,delivered,web,20.99
670793,24638,2025-07-19,delivered,web,538.28
689640,74291,2025-10-11,delivered,web,219.89
761107,58822,2025-11-05,delivered,web,269.96
958709,24478,2025-09-17,delivered,marketplace,41.98
752394,85268,2025-08-15,delivered,marketplace,38.95
685003,18417,2025-08-11,delivered,web,332.85
522089,34100,2025-12-01,delivered,marketplace,50.98
791332,16432,2025-11-20,delivered,web,223.82
694779,60968,2025-08-26,delivered,web,690.71
720002,25185,2025-11-14,processing,mobile_app,260.98
623107,18361,2025-02-12,shipped,mobile_app,576.96
525453,10857,2025-01-08,delivered,web,316.81
907392,83047,2025-10-23,delivered,web,502.94
948715,71607,2025-02-28,delivered,web,216.73
709042,77902,2025-10-28,delivered,mobile_app,442.72
619219,15734,2025-02-06,delivered,mobile_app,223.87
865028,16299,2025-10-27,delivered,web,48.93
832991,65741,2025-04-20,delivered,web,615.93
605030,49666,2025-11-02,processing,mobile_app,417.46
634376,24141,2025-10-04,returned,mobile_app,429.87
502321,53364,2025-05-01,delivered,mobile_app,736.81
950070,73927,2025-08-28,delivered,web,426.96
533179,46795,2025-07-08,delivered,mobile_app,195.46
841043,41231,2025-08-20,delivered,web,41.99
832949,95169,2025-11-03,delivered,mobile_app,626.76
950198,95169,2025-11-17,delivered,web,234.96
526074,16599,2025-06-26,delivered,web,253.8
930234,63309,2025-10-21,delivered,web,296.89
876111,43406,2025-11-18,shipped,mobile_app,310.92
528075,72563,2025-05-17,delivered,web,214.34
666838,21840,2025-09-11,delivered,mobile_app,181.45
730368,37149,2025-05-06,delivered,mobile_app,32.99
731602,81395,2025-05-14,cancelled,web,262.93
828437,39238,2025-10-07,delivered,mobile_app,126.69
734501,29307,2025-12-04,shipped,web,929.92
892753,29077,2025-06-17,processing,marketplace,193.86
995488,34231,2025-04-04,shipped,mobile_app,122.97
645568,61358,2025-04-28,delivered,marketplace,131.48
854707,77019,2025-12-23,processing,web,154.96
537343,94711,2025-07-16,shipped,mobile_app,1355.8
507818,10162,2025-01-24,delivered,web,82.39
838616,58854,2025-03-21,delivered,marketplace,392.43
937092,58138,2025-05-08,delivered,mobile_app,159.91
762084,60577,2025-08-04,delivered,mobile_app,298.92
706873,30724,2025-06-16,delivered,mobile_app,107.85
616857,94032,2025-02-11,shipped,web,74.94
995337,36535,2025-11-20,delivered,mobile_app,179.93
636396,20907,2025-02-17,delivered,web,393.89
768311,21308,2025-11-11,returned,mobile_app,658.94
551778,48992,2025-09-06,delivered,web,88.73
548316,56385,2025-08-16,delivered,web,297.34
852058,31607,2025-08-19,delivered,mobile_app,40.95
507550,80147,2025-10-23,delivered,marketplace,63.9
947236,65371,2025-05-27,delivered,mobile_app,275.96
873315,21155,2025-01-21,delivered,web,349.81
925807,20915,2025-09-22,delivered,mobile_app,79.94
519016,16599,2025-12-11,delivered,web,215.97
860192,95641,2025-01-08,delivered,web,810.32
666468,70412,2025-10-05,delivered,web,879.7
681137,89372,2025-12-25,delivered,web,252.93
562110,91621,2025-04-11,delivered,marketplace,220.96
963348,87562,2025-05-13,delivered,marketplace,100.95
967587,65567,2025-07-15,delivered,mobile_app,286.47
963603,43363,2025-12-09,delivered,mobile_app,389.89
854643,79873,2025-05-21,delivered,web,63.46
889048,14781,2025-06-26,shipped,web,200.93
652707,25395,2025-09-13,delivered,web,549.75
912636,75960,2025-06-10,delivered,mobile_app,219.93
660871,78866,2025-12-20,delivered,mobile_app,34.48
574561,13875,2025-11-02,delivered,marketplace,796.86
875230,66313,2025-11-25,cancelled,mobile_app,74.99
559503,50613,2025-01-04,delivered,mobile_app,7.99
766911,74363,2025-03-17,shipped,marketplace,805.68
803676,48584,2025-07-20,delivered,web,317.0
726566,42992,2025-04-28,returned,web,366.92
689864,67056,2025-10-26,delivered,marketplace,26.85
974354,16178,2025-06-05,delivered,web,37.98
889080,47689,2025-12-12,cancelled,mobile_app,213.94
635491,22969,2025-04-13,delivered,marketplace,177.79
855171,96064,2025-10-07,delivered,web,12.99
907855,63545,2025-05-05,delivered,mobile_app,703.96
562982,82687,2025-05-06,delivered,mobile_app,183.92
889602,70448,2025-11-26,delivered,web,558.86
768849,59374,2025-12-17,delivered,web,1059.0
508975,28975,2025-06-27,delivered,web,267.96
779787,85666,2025-10-17,delivered,web,176.9
902466,34294,2025-11-10,shipped,mobile_app,219.47
607596,63662,2025-05-17,processing,mobile_app,1567.65
761097,31534,2025-08-28,delivered,web,523.63
546064,92756,2025-03-04,returned,marketplace,177.95
733567,53508,2025-10-05,delivered,web,86.99
650082,11988,2025-11-14,delivered,mobile_app,136.99
950095,77590,2025-03-19,delivered,mobile_app,467.94
721340,63545,2025-09-13,delivered,mobile_app,64.95
506455,75947,2025-04-25,shipped,marketplace,696.86
620910,34943,2025-09-17,delivered,mobile_app,157.95
578476,27440,2025-12-17,processing,web,280.92
760530,65600,2025-04-15,delivered,mobile_app,376.43
890268,24019,2025-02-16,delivered,mobile_app,54.79
630162,99127,2025-01-12,delivered,web,408.89
899683,70412,2025-07-12,delivered,web,949.3
622498,27704,2025-03-14,shipped,web,223.98
647778,61243,2025-09-26,delivered,marketplace,45.99
850850,81674,2025-12-16,delivered,mobile_app,718.83
576470,21792,2025-12-23,delivered,web,98.97
572886,97459,2025-06-17,delivered,mobile_app,684.88
532546,43363,2025-06-05,shipped,marketplace,509.85
931293,33859,2025-12-28,shipped,web,333.91
688209,25918,2025-04-15,delivered,web,88.96
646866,17615,2025-05-02,shipped,mobile_app,417.91
526388,71912,2025-01-25,delivered,mobile_app,34.95
826064,11751,2025-06-23,delivered,web,32.94
756638,47786,2025-11-26,delivered,marketplace,498.25
980126,85182,2025-10-22,delivered,web,381.94
808439,19568,2025-02-17,delivered,web,458.4
839135,87648,2025-01-19,delivered,web,115.45
671406,91499,2025-10-11,delivered,mobile_app,441.96
559357,98012,2025-07-16,delivered,mobile_app,506.78
534305,34262,2025-11-13,delivered,web,118.93
827516,59900,2025-06-07,delivered,mobile_app,593.44
809644,20828,2025-10-03,delivered,mobile_app,15.99
834654,65476,2025-08-05,delivered,mobile_app,429.94
534378,79046,2025-08-15,delivered,web,138.99
526463,20889,2025-04-22,delivered,mobile_app,164.96
730030,29794,2025-11-22,shipped,mobile_app,57.44
